anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
1601,tt0583643,"He slips out from under her and lowers her head gently onto the daybed, then covers her with a blanket.","He slips out from under her and lowers her head gently onto the daybed, then covers her with a blanket.","['He slips out from under her.', 'He lowers her head gently onto the daybed.', 'He covers her with a blanket.']"
1602,tt0583643,He picks up a big can.,He picks up a big can.,['He picks up a big can.']
1603,tt0583643,He smooths her hair back and kisses her forehead.,He smooths her hair back and kisses her forehead.,"['He smooths her hair back.', 'He kisses her forehead.']"
1604,tt0583643,"At sunrise, Phoebe sits beside the phone.","At sunrise, she sits beside the phone.","['At sunrise, she sits beside the phone.']"
1605,tt0583565,Phoebe and Rachel walk in.,They walk in.,['They walk in.']
1606,tt0583565,"Meanwhile, Ross lies on his belly on an exam table.","Meanwhile, he lies on his belly on an exam table.",['He lies on his belly on an exam table.']
1607,tt0583565,"A sheet covers his backside as more than a dozen doctors gather round, conferring amongst themselves.","A sheet covers his backside as more than a dozen doctors gather round, conferring amongst themselves.","['A sheet covers his backside.', 'More than a dozen doctors gather round.', 'They confer amongst themselves.']"
1608,tt0583565,He lifts the sheet and all the doctors lean in.,He lifts the sheet and all they lean in.,"['He lifts the sheet.', 'They all lean in.']"
1609,tt0583565,Ross rolls his eyes.,He rolls his eyes.,['He rolls his eyes.']
1610,tt0583565,They go on.,They go on.,['They go on.']
1611,tt0583565,They dim.,They dim.,['They dim.']
1612,tt0583565,Monica's eyes go wide.,Her eyes go wide.,['Her eyes go wide.']
1613,tt0583565,And that's Pete's mom.,And that's her mom.,"[""That's her mom.""]"
1614,tt0583565,The friends hide as she appears on screen.,The friends hide as she appears on screen.,"['The friends hide.', 'She appears on screen.']"
1615,tt0583565,Back at Monica's.,Back at her place.,['She is back at her place.']
1616,tt0583657,The boss looks at him.,The boss looks at him.,['The boss looks at him.']
1617,tt0583657,He winds up and slaps Chandler's butt.,He winds up and slaps his butt.,"['He winds up.', 'He slaps his butt.']"
1618,tt0583657,"Chandler slowly walks out, shaken.","He slowly walks out, shaken.","['He slowly walks out.', 'He is shaken.']"
1619,tt0583657,"At Monica's, Ross makes a call.","At his, he makes a call.","['At his, he makes a call.']"
1620,tt0583657,Joey slaps Ross's butt and Ross throws up his hands.,He slaps his butt and he throws up his hands.,"['He slaps his butt.', 'He throws up his hands.']"
1621,tt0583657,They grab their coats.,They grab their coats.,['They grab their coats.']
1622,tt0583657,Joey stares off and squints in concentration.,He stares off and squints in concentration.,"['He stares off.', 'He squints in concentration.']"
1623,tt0583657,"They head out, but Phoebe stops Rachel.","They head out, but she stops her.","['They head out.', 'She stops her.']"
1624,tt0583657,She smacks Rachel's butt.,She smacks her butt.,['She smacks her butt.']
1625,tt0583657,Pete's trainer stands by as Pete punches a bag.,He stands by as he punches a bag.,['He stands by as he punches a bag.']
1626,tt0583657,He punches a tethered ball as Monica arrives.,He punches a tethered ball as she arrives.,"['He punches a tethered ball.', 'She arrives.']"
1627,tt0583657,Pete lies on a massage table.,He lies on a massage table.,['He lies on a massage table.']
1628,tt0583657,Hochi massages Pete's back.,He massages his back.,['He massages his back.']
1629,tt0583657,"Hochi stalks off, and Monica leans in.",He leans in.,['He leans in.']
1630,tt0583657,Except by just a boom.,Except by just a boom.,['There is a boom.']
1631,tt0583657,A beautiful blonde.,A beautiful blonde.,['A beautiful blonde.']
1632,tt0583657,She forces a smile.,She forces a smile.,['She forces a smile.']
1633,tt0583657,Phoebe glances inside and shrugs.,She glances inside and shrugs.,"['She glances inside.', 'She shrugs.']"
1634,tt0583657,"At work, Chandler bends over to grab a cup for the water cooler as his boss rounds a corner.","At work, he bends over to grab a cup for the water cooler as his boss rounds a corner.","['At work, he bends over.', 'He grabs a cup for the water cooler as his boss rounds a corner.']"
1635,tt0583657,Chandler straightens up.,He straightens up.,['He straightens up.']
1636,tt0583657,Chandler jumps back.,He jumps back.,['He jumps back.']
1637,tt0583657,He spanks him.,He spanks him.,['He spanks him.']
1638,tt0583657,He leaves.,He leaves.,['He leaves.']
1639,tt0583657,His boss spanks him.,His boss spanks him.,['His boss spanks him.']
1640,tt0583657,"At a UFC match, Ross carries a bucket of popcorn and a huge cup of soda over to his seat beside Monica.","At a UFC match, he carries a bucket of popcorn and a huge cup of soda over to his seat beside her.","['He carries a bucket of popcorn.', 'He carries a huge cup of soda over to his seat beside her.']"
1641,tt0583657,The Gellers stand and applaud as Pete and his trainers run out.,They stand and applaud as he and his trainers run out.,"['They stand and applaud.', 'He and his trainers run out.']"
1642,tt0583657,Pete wears a martial arts uniform as he enters the ring.,He wears a martial arts uniform as he enters the ring.,"['He wears a martial arts uniform.', 'He enters the ring.']"
1643,tt0583657,Ross stops booing as he sees Tank lumbering into the ring.,He stops booing as he sees him lumbering into the ring.,"['He stops booing as he sees him.', 'He is lumbering into the ring.']"
1644,tt0583657,The large bearded man wears a white t-shirt that says Tank.,He wears a white t-shirt that says Tank.,['He wears a white t-shirt that says Tank.']
1645,tt0583657,Monica runs up to Pete's side of the ring.,She runs up to his side of the ring.,['She runs up to his side of the ring.']
1646,tt0583657,Tank strips off his shirt and tosses it aside.,He strips off his shirt and tosses it aside.,"['He strips off his shirt.', 'He tosses it aside.']"
1647,tt0583657,Pete kisses Monica through the cage.,He kisses her through the cage.,['He kisses her through the cage.']
1648,tt0583657,Tank grins as he pops his mouth guard in.,He grins as he pops his mouth guard in.,['He grins as he pops his mouth guard in.']
1649,tt0583657,Tank walks toward Pete and scoops him up onto his shoulder.,He walks toward him and scoops him up onto his shoulder.,"['He walks toward him.', 'He scoops him up onto his shoulder.']"
1650,tt0583657,Monica gapes.,She gapes.,['She gapes.']
1651,tt0583496,Monica rolls the dice and sits at the table.,He rolls the dice and sits at the table.,"['He rolls the dice.', 'He sits at the table.']"
1652,tt0583496,"Ross smiles as he glances at his friends, then drops his gaze.","He smiles as he glances at his friends, then drops his gaze.","['He smiles as he glances at his friends.', 'Then he drops his gaze.']"
1653,tt0583496,He rolls and moves his piece.,He rolls and moves his piece.,"['He rolls his piece.', 'He moves his piece.']"
1654,tt0583496,All the friends have their clothes on except Joey.,All the friends have their clothes on except he.,"['All the friends have their clothes on.', 'He does not have his clothes on.']"
1655,tt0583496,Bonnie arrives.,She arrives.,['She arrives.']
1656,tt0583496,She peels off her sweater to reveal a lacy bra.,She peels off her sweater to reveal a lacy bra.,"['She peels off her sweater.', 'She reveals a lacy bra.']"
1657,tt0583496,Rachel's face falls.,Her face falls.,['Her face falls.']
1658,tt0583496,"In the morning, Monica pours cereal.","In the morning, she pours cereal.","['In the morning, she pours cereal.']"
1659,tt0583496,Rachel trudges over.,She trudges over.,['She trudges over.']
1660,tt0583496,His hands rest on a pair of sand boobs and the tail curls down over his legs.,His hands rest on a pair of sand boobs and the tail curls down over his legs.,"['His hands rest on a pair of sand boobs.', 'The tail curls down over his legs.']"
1661,tt0583496,"Joey looks down at his chest, and his eyes widen in shock.","He looks down at his chest, and his eyes widen in shock.","['He looks down at his chest.', 'His eyes widen in shock.']"
1662,tt0583496,Then he smiles and nods as he stares at them.,Then he smiles and nods as he stares at them.,"['Then he smiles.', 'He nods as he stares at them.']"
1663,tt0583496,"Now, Bonnie dries her hair as she finds Rachel outside.","Now, she dries her hair as she finds her outside.","['She dries her hair.', 'She finds her outside.']"
1664,tt0775431,Penny turns and smiles.,She turns and smiles.,['She turns and smiles.']
1665,tt0775431,"Nodding, Leonard furrows his brow.","Nodding, he furrows his brow.","['He nods.', 'He furrows his brow.']"
1666,tt0775431,Sheldon runs after Leonard back into the hallway.,He runs after him back into the hallway.,"['He runs after him.', 'He back into the hallway.']"
1667,tt0775431,"Sheldon creeps around the room, approaching one desk chair, then another, before turning back toward the sofa.","He creeps around the room, approaching one desk chair, then another, before turning back toward the sofa.","['He creeps around the room.', 'He approaches one desk chair.', 'He approaches another desk chair.', 'He turns back toward the sofa.']"
1668,tt0775431,He sits on the sofa's left-in cushion.,He sits on the sofa's left-in cushion.,"[""He sits on the sofa's left-in cushion.""]"
1669,tt0775431,Penny smiles.,She smiles.,['She smiles.']
1670,tt0775431,Leonard stares toward the ceiling.,He stares toward the ceiling.,['He stares toward the ceiling.']
1671,tt0775431,"Leonard points toward Penny, then nods repeatedly.","He points toward her, then nods repeatedly.","['He points toward her.', 'He nods repeatedly.']"
1672,tt0775431,"As Penny stands and fetches a paper towel, Sheldon springs over to his spot on the sofa.","As he stands and fetches a paper towel, he springs over to his spot on the sofa.","['He stands and fetches a paper towel.', 'He springs over to his spot on the sofa.']"
1673,tt0775431,"Still tearing up, Penny frowns.","Still tearing up, she frowns.","['She frowns.', 'She is still tearing up.']"
1674,tt0775431,Leonard returns to his chair.,He returns to his chair.,['He returns to his chair.']
1675,tt0775431,Penny walks off.,She walks off.,['She walks off.']
1676,tt0775431,Leonard opens the door for Howard and Raj.,He opens the door for them.,['He opens the door for them.']
1677,tt0775431,A DVD.,A DVD.,['A DVD.']
1678,tt0775431,Howard wags his fingers against his lips as he speaks.,He wags his fingers against his lips as he speaks.,"['He wags his fingers against his lips.', 'He speaks.']"
1679,tt0775431,Penny returns wearing only a towel.,She returns wearing only a towel.,['She returns wearing only a towel.']
1680,tt0775431,Leonard fiddles with a knob on the bathtub faucet.,He fiddles with a knob on the bathtub faucet.,['He fiddles with a knob on the bathtub faucet.']
1681,tt0775431,Leonard and Sheldon ride in Leonard's car.,They ride in his car.,['They ride in his car.']
1682,tt0775431,"Eating from a container, Raj glances briefly at Penny, then looks away and chews.","Eating from a container, he glances briefly at her, then looks away and chews.","['He is eating from a container.', 'He glances briefly at her.', 'He looks away and chews.']"
1683,tt0775431,Penny smiles.,She smiles.,['She smiles.']
1684,tt0775431,Howard holds out a juice box with a straw.,He holds out a juice box with a straw.,"['He holds out a juice box.', 'He holds out a straw.']"
1685,tt0775431,"Leonard gazes at Sheldon, then approaches the building's double glass doors.","He gazes at him, then approaches the building's double glass doors.","['He gazes at him.', ""He approaches the building's double glass doors.""]"
1686,tt0775431,"He gently pulls on one door's latch, then grabs both latches and shakes them.","He gently pulls on one door's latch, then grabs both latches and shakes them.","[""He gently pulls on one door's latch."", 'He grabs both latches.', 'He shakes them.']"
