index,text_gt,text_gt_wo_char
30160,He looks at it carefully.,He looks at it carefully.
30161,Lex sits at his desk in the study reading a file.,He sits at his desk in the study reading a file.
30164,He gets up.,He gets up.
30165,He walks past Chloe and hands her the file.,He walks past her and hands her the file.
30167,She glances at it.,She glances at it.
30168,Lex turns to face Chloe.,He turns to face her.
30169,He walks to the fireplace.,He walks to the fireplace.
30170,She joins him.,She joins him.
30171,Chloe stares at him.,She stares at him.
30172,"She looks away, then looks up.","She looks away, then looks up."
30174,Lionel sits on the thin cot in his prison cell.,He sits on the thin cot in his prison cell.
30175,Clark enters behind him and holds up the key.,He enters behind him and holds up the key.
30177,Lionel smiles without turning around.,He smiles without turning around.
30179,Lionel gets up.,He gets up.
30180,Lionel edges nearer to the bars as he paces back and forth.,He edges nearer to the bars as he paces back and forth.
30182,Clark inserts the key and enters the room.,He inserts the key and enters the room.
30184,The door closes behind him as he walks down the illuminated staircase.,The door closes behind him as he walks down the illuminated staircase.
30186,Several marbles are suspended in the air by a string.,Several marbles are suspended in the air by a string.
30188,He touches one of them.,He touches one of them.
30189,He walks over to another wall to enlarged images of the cave wall paintings.,He walks over to another wall to enlarged images of the cave wall paintings.
30191,A computer screen displays a rotating image of the octagonal key to the spaceship.,A computer screen displays a rotating image of the octagonal key to the spaceship.
30192,Lex walks down the stairs.,He walks down the stairs.
30193,Lex walks past Clark surveying the room.,He walks past him surveying the room.
30195,He touches the jar on display.,He touches the jar on display.
30196,He looks at the animated simulation on the screen.,He looks at the animated simulation on the screen.
30199,"Clark glares at him, shaking his head.","He glares at him, shaking his head."
30201,Clark steps back and leaves.,He steps back and leaves.
30203,Clark and Martha sit across from each other in the loft.,They sit across from each other in the loft.
30204,Martha gets up and sits down next to him.,She gets up and sits down next to him.
30206,Lana walks along the sidewalk with her bags.,She walks along the sidewalk with her bags.
30208,She walks past a couple kissing passionately and looks away.,She walks past a couple kissing passionately and looks away.
30210,She turns around as Lex approaches and touches her arm.,She turns around as he approaches and touches her arm.
30213,He helps her put her bags down.,He helps her put her bags down.
30215,Just don't go.,Just don't go.
30216,Clark lets the rose fall to the ground as Lex walks away.,He lets the rose fall to the ground as he walks away.
30218,Lena reaches over to pick up her bags.,She reaches over to pick up her bags.
30219,She glances down the busy street and sees Clark.,She glances down the busy street and sees him.
30221,Lena runs across the street.,She runs across the street.
30222,A large shuttle bus drives past.,A large shuttle bus drives past.
30223,Clark is nowhere to be seen once it passes.,he is nowhere to be seen once it passes.
30225,She strokes the back of his head.,She strokes the back of his head.
30226,Clark turns to Kara.,He turns to her.
30227,Cara touches Clark's face.,He touches her face.
30228,Clark closes his eyes as Cara kisses him gently on the cheek.,He closes his eyes as she kisses him gently on the cheek.
30230,She pulls Clark's face down and kisses him on the forehead.,She pulls his face down and kisses him on the forehead.
30232,Clark opens his eyes and looks at her.,He opens his eyes and looks at her.
30234,She kisses him on the lips.,She kisses him on the lips.
30235,Jonathan and Martha leave the house onto the porch.,They leave the house onto the porch.
30237,"Martha rushes back inside as Jonathan runs down the stairs to Chloe, pulling up in the driveway.","He rushes back inside as he runs down the stairs to her, pulling up in the driveway."
30240,Jonathan reads the contents of the envelope and looks up at Chloe.,He reads the contents of the envelope and looks up at her.
30242,"Meanwhile, at the co-watch caves.","Meanwhile, at the co-watch caves."
30243,Clark and Kara raise their clasped hands in the air as a blinding golden light streams out of the wall.,They raise their clasped hands in the air as a blinding golden light streams out of the wall.
30246,Jonathan runs into the cave behind them.,He runs into the cave behind them.
30247,Clark lets go of Kara's hand and turns around.,He turns around.
30248,Jonathan holds up the envelope.,He holds up the envelope.
30249,Clark looks at an article with her picture.,He looks at an article with her picture.
30251,Kara disappears into a flash of lightning coming out of the wall.,She disappears into a flash of lightning coming out of the wall.
30253,Jonathan falls to the ground as the flaming rope around his neck releases him.,He falls to the ground as the flaming rope around his neck releases him.
30255,Lionel sits on a chair in the middle of his prison cell.,He sits on a chair in the middle of his prison cell.
30256,The guard brings in a large man with long hair.,He brings in a large man with long hair.
30257,He is wearing a tank top revealing his massive tattooed arms.,He is wearing a tank top revealing his massive tattooed arms.
30259,The man walks over to Lionel and grabs a handful of his long hair tilting his head to the side.,He walks over to him and grabs a handful of his long hair tilting his head to the side.
30262,A montage of several scenes taking place simultaneously in slow motion.,A montage of several scenes taking place simultaneously in slow motion.
30263,Martha walks out the front door and climbs down the porch steps.,She walks out the front door and climbs down the porch steps.
30265,Lionel sits in his chair in the prison cell.,He sits in his chair in the prison cell.
30267,Chloe and her father exit the car.,He exits the car.
30268,The tattooed man pulls back a section of Lionel's hair and holds an electric clipper over his head.,The tattooed man pulls back a section of his hair and holds an electric clipper over his head.
30270,Lex in his study pours himself a glass of brandy.,He pours himself a glass of brandy.
30271,The right side of Lionel's hair is shaved.,The right side of his hair is shaved.
30272,Shut up.,Shut up.
30273,Lieutenant Gaeta.,He.
30274,"Seconds later, out in the void, a massive Cylon base star appears in a flash of light.","Seconds later, out in the void, a massive Cylon base star appears in a flash of light."
30276,Galactica's defensive batteries have opened up.,Galactica's defensive batteries have opened up.
30277,Hundreds of Cylon fighters stream towards Galactica and the Vipers engage them.,Hundreds of them stream towards it and they engage them.
30279,The base star launches nukes.,He launches nukes.
30280,Colonial One disappears in the blink of an eye.,He disappears in the blink of an eye.
30281,The Vipers return to Galactica's landing bay.,They return to Galactica's landing bay.
30282,Execute jump.,Execute jump.
30283,"As missiles and raiders close in on Galactica, she suddenly vanishes.","As missiles and raiders close in on Galactica, she suddenly vanishes."
30284,Galactica rejoins the fleet.,It rejoins the fleet.
30285,Gator checks his monitors.,He checks his monitors.
30286,"On Colonial One, Baltar pulls his legs up onto his chair, then recalls standing behind Number Six in his house, undoing her red dress.","On Colonial One, he pulls his legs up onto his chair, then recalls standing behind her in his house, undoing her red dress."
